date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:23:49	21792/21792	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:53:49%20GMT	https://www.qub.ac.uk/cite2write/harvard3l.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/harvard3l.html	(from )
00:24:00	880/880	---M-Z	200	added ('OK')	text/plain	etag:%223c6439f-d8d-5a743e90acd80%22	https://www.qub.ac.uk/robots.txt		(from )
00:24:00	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Thu,%2017%20Dec%202020%2018:54:01%20GMT	https://www.googletagmanager.com/gtm.js?id=	F:/My%20Web%20Sites/Reference/www.googletagmanager.com/gtm.15445.delayed	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:01	5317/5317	---M-Z	200	added ('OK')	text/css	etag:%2214c5-5a9c5aede29c0-gzip%22	https://www.qub.ac.uk/cite2write/style.css	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/style.css	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:02	9743/9743	---M-Z	200	added ('OK')	text/css	etag:%22260f-5a9c5aede29c0-gzip%22	https://www.qub.ac.uk/cite2write/jquery.qtip.min.css	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/jquery.qtip.min.css	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:03	24023/24023	---M-Z	200	added ('OK')	text/css	etag:%225dd7-5a9c5aede29c0-gzip%22	https://www.qub.ac.uk/cite2write/jquery-ui-1.8.22.custom.css	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/jquery-ui-1.8.22.custom.css	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:11	2723/2723	---M-Z	200	added ('OK')	text/css	etag:%22aa3-5a9c5aede29c0-gzip%22	https://www.qub.ac.uk/cite2write/coda-slider.css	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/coda-slider.css	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:12	23739/23739	---M-Z	200	added ('OK')	text/css	etag:%221544639719%22	http://maxcdn.bootstrapcdn.com/font-awesome/4.3.0/css/font-awesome.min.css	F:/My%20Web%20Sites/Reference/maxcdn.bootstrapcdn.com/font-awesome/4.3.0/css/font-awesome.min.css	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:15	10220/10220	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	https://ajax.googleapis.com/ajax/libs/swfobject/2.2/swfobject.js	F:/My%20Web%20Sites/Reference/ajax.googleapis.com/ajax/libs/swfobject/2.2/swfobject.js	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:16	12492/12492	---M-Z	200	added ('OK')	application/javascript	etag:%2230cc-5a9c5b03d1d80-gzip%22	https://www.qub.ac.uk/cite2write/Scripts/reference-generator-harvard-isbn-doc.js	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/Scripts/reference-generator-harvard-isbn-doc.js	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:17	5891/5891	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:54:18%20GMT	http://www.qub.ac.uk/cite2write/home.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/home.html	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:19	94840/94840	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	http://ajax.googleapis.com/ajax/libs/jquery/1.7.2/jquery.min.js	F:/My%20Web%20Sites/Reference/ajax.googleapis.com/ajax/libs/jquery/1.7.2/jquery.min.js	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:19	53665/53665	---M-Z	200	added ('OK')	application/javascript	etag:%22d1a1-5a9c5b03d1d80-gzip%22	https://www.qub.ac.uk/cite2write/Scripts/scripts.js	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/Scripts/scripts.js	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:19	5140/5140	---M--	200	added ('OK')	image/png	etag:%221414-5a9c5b3380e00%22	https://www.qub.ac.uk/cite2write/images/logo.png	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/images/logo.png	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:21	1765/1765	---M--	200	added ('OK')	image/png	etag:%226e5-5a9c5b0a7ed40%22	https://www.qub.ac.uk/cite2write/dev/logoText.png	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/dev/logoText.png	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:24	4247/4247	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:54:25%20GMT	http://www.qub.ac.uk/cite2write/about.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/about.html	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:24	3394/3394	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:54:25%20GMT	http://www.qub.ac.uk/cite2write/contact.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/contact.html	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:25	5589/5589	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:54:26%20GMT	http://www.qub.ac.uk/cite2write/evaluation.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/evaluation.html	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:26	12398/12398	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:54:27%20GMT	http://www.qub.ac.uk/cite2write/sitemap.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/sitemap.html	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:28	5305/5305	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:54:29%20GMT	http://www.qub.ac.uk/cite2write/help.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/help.html	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:28	200748/200748	---M--	200	added ('OK')	text/javascript	date:Tue,%2003%20Mar%202020%2019:15:00%20GMT	http://ajax.googleapis.com/ajax/libs/jqueryui/1.8.23/jquery-ui.min.js	F:/My%20Web%20Sites/Reference/ajax.googleapis.com/ajax/libs/jqueryui/1.8.23/jquery-ui.min.js	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:29	5071/5071	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:54:29%20GMT	http://www.qub.ac.uk/cite2write/introduction.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/introduction.html	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:30	3881/3881	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:54:30%20GMT	http://www.qub.ac.uk/cite2write/harvard.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/harvard.html	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:31	4923/4923	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:54:32%20GMT	http://www.qub.ac.uk/cite2write/harvard2.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/harvard2.html	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:33	4814/4814	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:54:33%20GMT	http://www.qub.ac.uk/cite2write/harvard3.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/harvard3.html	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:35	4787/4787	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:54:35%20GMT	http://www.qub.ac.uk/cite2write/harvard3b.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/harvard3b.html	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:37	4775/4775	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:54:37%20GMT	http://www.qub.ac.uk/cite2write/harvard3c.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/harvard3c.html	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:39	4797/4797	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:54:39%20GMT	http://www.qub.ac.uk/cite2write/harvard3d.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/harvard3d.html	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:40	696934/696934	---M--	200	added ('OK')	image/jpeg	etag:%22aa266-5a9c5b3380e00%22	https://www.qub.ac.uk/cite2write/images/New%20Brand.jpg	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/images/New%20Brand.jpg	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:41	4801/4801	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:54:42%20GMT	http://www.qub.ac.uk/cite2write/harvard3e.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/harvard3e.html	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:42	4798/4798	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:54:43%20GMT	http://www.qub.ac.uk/cite2write/harvard3f.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/harvard3f.html	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:43	4820/4820	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:54:44%20GMT	http://www.qub.ac.uk/cite2write/harvard3g.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/harvard3g.html	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:44	4782/4782	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:54:45%20GMT	http://www.qub.ac.uk/cite2write/harvard3h.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/harvard3h.html	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:48	4804/4804	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:54:49%20GMT	http://www.qub.ac.uk/cite2write/harvard3i.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/harvard3i.html	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:48	4821/4821	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:54:49%20GMT	http://www.qub.ac.uk/cite2write/harvard3j.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/harvard3j.html	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:49	5793/5793	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:54:50%20GMT	http://www.qub.ac.uk/cite2write/harvard3k.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/harvard3k.html	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:50	3824/3824	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:54:51%20GMT	http://www.qub.ac.uk/cite2write/harvard4.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/harvard4.html	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:51	4356/4356	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:54:52%20GMT	http://www.qub.ac.uk/cite2write/vancouver.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/vancouver.html	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:51	4491/4491	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:54:52%20GMT	http://www.qub.ac.uk/cite2write/mhra.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/mhra.html	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:52	4595/4595	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:54:53%20GMT	http://www.qub.ac.uk/cite2write/oscola.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/oscola.html	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:53	3933/3933	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:54:54%20GMT	https://www.qub.ac.uk/cite2write/other.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/other.html	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:54	3413/3413	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:54:55%20GMT	http://www.qub.ac.uk/cite2write/glossary.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/glossary.html	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:24:55	417/417	---M--	200	added ('OK')	image/gif	date:Thu,%2005%20Apr%202012%2003:58:07%20GMT	https://developers.google.com/books/images/google_watermark.gif	F:/My%20Web%20Sites/Reference/developers.google.com/books/images/google_watermark.gif	(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:25:00	354130/354130	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Dec%202020%2018:55:00%20GMT	https://www.qub.ac.uk/cite2write/images/ui-icons_222222_256x240.png	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/images/ui-icons_222222_256x240.2a.delayed	(from https://www.qub.ac.uk/cite2write/jquery-ui-1.8.22.custom.css)
00:25:02	354158/354158	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Dec%202020%2018:55:02%20GMT	https://www.qub.ac.uk/cite2write/images/ui-bg_diagonals-thick_75_a0a0a0_40x40.png	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/images/ui-bg_diagonals-thick_75_a0a0a0_40x40.2b.delayed	(from https://www.qub.ac.uk/cite2write/jquery-ui-1.8.22.custom.css)
00:25:03	354138/354138	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Dec%202020%2018:55:04%20GMT	https://www.qub.ac.uk/cite2write/images/ui-bg_flat_75_f0f0f0_40x100.png	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/images/ui-bg_flat_75_f0f0f0_40x100.2c.delayed	(from https://www.qub.ac.uk/cite2write/jquery-ui-1.8.22.custom.css)
00:25:05	354138/354138	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Dec%202020%2018:55:05%20GMT	https://www.qub.ac.uk/cite2write/images/ui-bg_glass_55_fbf9ee_1x400.png	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/images/ui-bg_glass_55_fbf9ee_1x400.2d.delayed	(from https://www.qub.ac.uk/cite2write/jquery-ui-1.8.22.custom.css)
00:25:07	354148/354148	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Dec%202020%2018:55:07%20GMT	https://www.qub.ac.uk/cite2write/images/ui-bg_inset-soft_95_fef1ec_1x100.png	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/images/ui-bg_inset-soft_95_fef1ec_1x100.2e.delayed	(from https://www.qub.ac.uk/cite2write/jquery-ui-1.8.22.custom.css)
00:25:16	354130/354130	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Dec%202020%2018:55:16%20GMT	https://www.qub.ac.uk/cite2write/images/ui-icons_000000_256x240.png	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/images/ui-icons_000000_256x240.2f.delayed	(from https://www.qub.ac.uk/cite2write/jquery-ui-1.8.22.custom.css)
00:25:17	354130/354130	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Dec%202020%2018:55:18%20GMT	https://www.qub.ac.uk/cite2write/images/ui-icons_2e83ff_256x240.png	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/images/ui-icons_2e83ff_256x240.30.delayed	(from https://www.qub.ac.uk/cite2write/jquery-ui-1.8.22.custom.css)
00:25:19	354130/354130	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Dec%202020%2018:55:20%20GMT	https://www.qub.ac.uk/cite2write/images/ui-icons_cd0a0a_256x240.png	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/images/ui-icons_cd0a0a_256x240.31.delayed	(from https://www.qub.ac.uk/cite2write/jquery-ui-1.8.22.custom.css)
00:25:20	354136/354136	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Dec%202020%2018:55:21%20GMT	https://www.qub.ac.uk/cite2write/images/ui-bg_flat_0_aaaaaa_40x100.png	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/images/ui-bg_flat_0_aaaaaa_40x100.32.delayed	(from https://www.qub.ac.uk/cite2write/jquery-ui-1.8.22.custom.css)
00:25:22	354130/354130	---M-Z	404	error ('Not%20Found')	text/html	date:Thu,%2017%20Dec%202020%2018:55:23%20GMT	https://www.qub.ac.uk/cite2write/images/ui-icons_ffffff_256x240.png	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/images/ui-icons_ffffff_256x240.33.delayed	(from https://www.qub.ac.uk/cite2write/jquery-ui-1.8.22.custom.css)
00:25:33	299/299	---M--	503	error ('Service%20Unavailable')	text/html	date:Thu,%2017%20Dec%202020%2018:55:24%20GMT	https://www.qub.ac.uk/img/arrow.png	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/img/arrow.34.delayed	(from https://www.qub.ac.uk/cite2write/coda-slider.css)
00:25:44	880/880	---M-Z	200	added ('OK')	text/plain	etag:%223c6439f-d8d-5a743e90acd80%22	http://www.qub.ac.uk/robots.txt		(from https://www.qub.ac.uk/cite2write/harvard3l.html)
00:25:44	8029/8029	---M-Z	200	added ('OK')	application/javascript	etag:%221f5d-5a9c5b03d1d80-gzip%22	http://www.qub.ac.uk/cite2write/Scripts/AC_RunActiveContent.js	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/Scripts/AC_RunActiveContent.js	(from http://www.qub.ac.uk/cite2write/home.html)
00:25:45	929/929	---M--	503	error ('Service%20Unavailable')	text/html		http://www.qub.ac.uk/cite2write/audio/home.mp3	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/audio/home.36.delayed	(from http://www.qub.ac.uk/cite2write/home.html)
00:25:45	17857/17857	---M--	200	added ('OK')	image/jpeg	etag:%2245c1-5a9c5b1ab5380%22	http://www.qub.ac.uk/cite2write/dev/home%20page%20rollovers/Intro2.jpg	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/dev/home%20page%20rollovers/Intro2.jpg	(from http://www.qub.ac.uk/cite2write/home.html)
00:25:46	16559/16559	---M--	200	added ('OK')	image/jpeg	etag:%2240af-5a9c5b1ab5380%22	http://www.qub.ac.uk/cite2write/dev/home%20page%20rollovers/Intro1.jpg	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/dev/home%20page%20rollovers/Intro1.jpg	(from http://www.qub.ac.uk/cite2write/home.html)
00:25:47	19369/19369	---M--	200	added ('OK')	image/jpeg	etag:%224ba9-5a9c5b1ab5380%22	http://www.qub.ac.uk/cite2write/dev/home%20page%20rollovers/Harv2.jpg	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/dev/home%20page%20rollovers/Harv2.jpg	(from http://www.qub.ac.uk/cite2write/home.html)
00:25:48	17703/17703	---M--	200	added ('OK')	image/jpeg	etag:%224527-5a9c5b1ab5380%22	http://www.qub.ac.uk/cite2write/dev/home%20page%20rollovers/Harv1.jpg	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/dev/home%20page%20rollovers/Harv1.jpg	(from http://www.qub.ac.uk/cite2write/home.html)
00:25:49	19460/19460	---M--	200	added ('OK')	image/jpeg	etag:%224c04-5a9c5b1ab5380%22	http://www.qub.ac.uk/cite2write/dev/home%20page%20rollovers/Van2.jpg	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/dev/home%20page%20rollovers/Van2.jpg	(from http://www.qub.ac.uk/cite2write/home.html)
00:25:50	17729/17729	---M--	200	added ('OK')	image/jpeg	etag:%224541-5a9c5b1ab5380%22	http://www.qub.ac.uk/cite2write/dev/home%20page%20rollovers/Van1.jpg	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/dev/home%20page%20rollovers/Van1.jpg	(from http://www.qub.ac.uk/cite2write/home.html)
00:25:51	19348/19348	---M--	200	added ('OK')	image/jpeg	etag:%224b94-5a9c5b1ab5380%22	http://www.qub.ac.uk/cite2write/dev/home%20page%20rollovers/MHRA2.jpg	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/dev/home%20page%20rollovers/MHRA2.jpg	(from http://www.qub.ac.uk/cite2write/home.html)
00:25:51	17781/17781	---M--	200	added ('OK')	image/jpeg	etag:%224575-5a9c5b1ab5380%22	http://www.qub.ac.uk/cite2write/dev/home%20page%20rollovers/MHRA1.jpg	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/dev/home%20page%20rollovers/MHRA1.jpg	(from http://www.qub.ac.uk/cite2write/home.html)
00:25:52	19282/19282	---M--	200	added ('OK')	image/jpeg	etag:%224b52-5a9c5b1ab5380%22	http://www.qub.ac.uk/cite2write/dev/home%20page%20rollovers/Osc2.jpg	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/dev/home%20page%20rollovers/Osc2.jpg	(from http://www.qub.ac.uk/cite2write/home.html)
00:25:53	17613/17613	---M--	200	added ('OK')	image/jpeg	etag:%2244cd-5a9c5b1ab5380%22	http://www.qub.ac.uk/cite2write/dev/home%20page%20rollovers/Osc1.jpg	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/dev/home%20page%20rollovers/Osc1.jpg	(from http://www.qub.ac.uk/cite2write/home.html)
00:25:53	929/929	---M--	503	error ('Service%20Unavailable')	text/html		http://www.qub.ac.uk/cite2write/audio/about.mp3	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/audio/about.43.delayed	(from http://www.qub.ac.uk/cite2write/about.html)
00:25:53	18303/18303	---M--	200	added ('OK')	image/jpeg	etag:%22477f-5a9c5b1ab5380%22	http://www.qub.ac.uk/cite2write/dev/home%20page%20rollovers/other2.jpg	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/dev/home%20page%20rollovers/other2.jpg	(from http://www.qub.ac.uk/cite2write/home.html)
00:25:54	16887/16887	---M--	200	added ('OK')	image/jpeg	etag:%2241f7-5a9c5b1ab5380%22	http://www.qub.ac.uk/cite2write/dev/home%20page%20rollovers/other1.jpg	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/dev/home%20page%20rollovers/other1.jpg	(from http://www.qub.ac.uk/cite2write/home.html)
00:25:54	4878/4878	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:55:55%20GMT	http://www.qub.ac.uk/cite2write/introduction2.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/introduction2.html	(from http://www.qub.ac.uk/cite2write/sitemap.html)
00:25:54	5762/5762	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:55:55%20GMT	http://www.qub.ac.uk/cite2write/introduction3.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/introduction3.html	(from http://www.qub.ac.uk/cite2write/sitemap.html)
00:25:55	4852/4852	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:55:56%20GMT	http://www.qub.ac.uk/cite2write/introduction4.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/introduction4.html	(from http://www.qub.ac.uk/cite2write/sitemap.html)
00:25:55	5093/5093	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:55:56%20GMT	http://www.qub.ac.uk/cite2write/introduction5.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/introduction5.html	(from http://www.qub.ac.uk/cite2write/sitemap.html)
00:25:56	5090/5090	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:55:57%20GMT	http://www.qub.ac.uk/cite2write/introduction6.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/introduction6.html	(from http://www.qub.ac.uk/cite2write/sitemap.html)
00:25:57	5607/5607	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:55:58%20GMT	http://www.qub.ac.uk/cite2write/introduction7.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/introduction7.html	(from http://www.qub.ac.uk/cite2write/sitemap.html)
00:25:57	4736/4736	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:55:58%20GMT	http://www.qub.ac.uk/cite2write/introduction8.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/introduction8.html	(from http://www.qub.ac.uk/cite2write/sitemap.html)
00:25:58	4913/4913	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:55:59%20GMT	http://www.qub.ac.uk/cite2write/harvard2a.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/harvard2a.html	(from http://www.qub.ac.uk/cite2write/sitemap.html)
00:25:58	4930/4930	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:55:59%20GMT	http://www.qub.ac.uk/cite2write/harvard2b.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/harvard2b.html	(from http://www.qub.ac.uk/cite2write/sitemap.html)
00:25:59	4920/4920	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:56:00%20GMT	http://www.qub.ac.uk/cite2write/harvard2c.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/harvard2c.html	(from http://www.qub.ac.uk/cite2write/sitemap.html)
00:25:59	4935/4935	---M-Z	200	added ('OK')	text/html	date:Thu,%2017%20Dec%202020%2018:56:00%20GMT	http://www.qub.ac.uk/cite2write/harvard2d.html	F:/My%20Web%20Sites/Reference/www.qub.ac.uk/cite2write/harvard2d.html	(from http://www.qub.ac.uk/cite2write/sitemap.html)
